question,type,lemma,basiswoord1,basiswoord2,voorbeeld1,voorbeeld2,voorbeeld3,voorbeeld4,voorbeeld5,voorbeeld6,voorbeeld7,voorbeeld8
"Welk woord of welke woorden in deze tekst herken je als blends?",task,straatsen,straat,schaatsen,"""Straatsen"": dat werkwoord is in recordtijd bekend geworden in Groningen. Daarmee wordt bedoeld het schaatsen op straten, zoals afgelopen week gebeurde dankzij de ijzel. Op bovenstaande foto een beeld van de tijd dat er 's winters nog gewoon geschaatst werd, in plaatst van ""gestraatst"". Bovenstaande foto is er een foto uit de oude doos, van de Floresvijver in de winter van 1950. Wie heeft er nog herinneringen aan het schaatsen op de Groningse stadsvijvers?","Wat deden ze vandaag?! Nou dat zal ik je vertellen: ze hebben ""gestraatst"". Op zich niet zo bijzonder maar wanneer je de voordeur uitstapt, je voortuin uitschaatst en daarna rondjes om het blok schaatsen kan dan is het toch wel heel speciaal.","Nieuw is het woord trouwens niet: op YouTube is al een filmpje uit 2010 te zien waarop een jongeling op straat aan het schaatsen is, terwijl dat straatsen wordt genoemd. In de reguliere media, dat wil zeggen de kranten, moet straatsen echter nog zijn debuut maken.",,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,tankini,tanktop,bikini,"Of we een mooie zomer krijgen of niet, modebewuste meiden bedekken hun lichaam zo veel mogelijk op het strand. Draag dus geen minuscule topjes, maar een tankini: een bikinibroekje met daarop een hemdje.","Er is iets nieuws op het strand: vrouwen in 'tankini'. De tankini bestaat net als de bikini uit twee delen, alleen bedekt het bovenstuk veel meer buik dan de klassieke bikini [...]. De naam 'tankini' is een samentrekking van 'tank top' (het Amerikaanse woord voor een mouwloos T-shirt) en 'bikini'. De tankini biedt het comfort van een bikini, bijvoorbeeld bij een bezoek aan het toilet, maar verhult de minder esthetische kantjes van het lichaam in plaats van ze in de verf te zetten.",,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,taugate,taugé,gate,"Van killerkomkommer naar taugate [...]. Na komkommers, tomaten, rood vlees en biogassen denken de Duitse autoriteiten nu dat de EHEC-besmettingen komen van taugé en andere kiemgroente.","Taugate (en meer komkommer en kwel) [...]. Ik zette een pan water op voor rijst. Sneed kip. Pier zat op de bank, met twee borden en een zak Chinese roerbakgroenten. Normaal ben ík van de afdeling koken, maar nu mengde hij zich erin. Hij had namelijk net de NRC gelezen. Niet dat daar nadrukkelijk stond dat je geen taugé mocht eten (als het aan mij had gelegen hadden we die hele zak er gewoon ingegooid), maar echt vrolijk werd je toch niet van de berichten.","Toch vermakelijk hoe de verbeelding zijn werk doet in de verslaggeving rond het Duitse komkommermysterie. Logisch: het verhaal over de moorddadige bacterie heeft alle kenmerken van de klassieke whodunnit [...]. Raadselachtig trouwens ook welk virus NOS-correspondent Wouter Meijer parten speelde. Vanuit Berlijn deed hij verslag van de stand van zaken in taugate. Op straat, in de stromende regen, waar hij zich onder een paraplu beklaagde over de donderbuien. Een goede tv-detective schreeuwt om de regenjas van inspector Columbo.",,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,teeuw,tijger,leeuw,"Tijgers en leeuwen zijn van dezelfde familie, maar zijn wel verschillende soorten. Dat ze paren komt zelden voor en als het voorkomt, loopt de geboorte vaak niet goed af. Zover bekend lopen er maar tien teeuwen rond op de wereld.","Leeuwin paart met tijger en baart 2 teeuwen. Een leeuwin wierp twee teeuwen en een gewone leeuw. Een ervan stierf jammer genoeg kort na de bevalling. Het is wel de eerste leeuwin ter wereld die tegelijk beviel van een leeuw en een teeuw.","Zowel de lijger als de teeuw worden niet in de natuur aangetroffen, omdat leeuwen en tijgers over het algemeen in verschillende geografische gebieden leven",,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,trixit,Beatrix,exit,"Trixit. Het nieuws brak gisteren om vier minuten over vijf. 'Koningin Beatrix houdt vanavond een toespraak vanuit Huis ten Bosch op radio en televisie' stond er in het ANP-persalarm. Een golf van opwinding trok over de redactie van Trouw. Zou ze haar aftreden bekend maken, of ging het toch over Friso? Een kwartier later kwam het volgende bericht via het ANP: 'Kringen rondom hof bevestigen troonsafstand Beatrix'. Maar toen was Twitter al ontploft. Binnen enkele minuten was #Beatrix trending topic in Nederland en niet veel later wereldwijd. Leuk ook die verwijzing: #trixit, die natuurlijk niets te maken heeft met brexit (Britse exit uit de EU), zoals Rachid de socialmediareporter van de extra NOS-uitzending wist te vertellen, maar alles met de nutteloze term twexit die veel tweeps als laatste de wereld insturen.",">#Trixit trending topic op Twitter\nDe mogelijke troonsafstand van koningin Beatrix zorgt voor een grote berichtenstroom op Twitter. Wereldwijd is ze trending topic met de hashtags #Beatrix en #Trixit. Ook #Willem-Alexander scoort wereldwijd in de top 10.",,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,twandeling,Twitter,wandeling,"Twitterwandeling in Oisterwijk [...]. Het is weer tijd voor een twandeling! Hopelijk is het op zondag 11 april stralend weer en kunnen we heerlijk genieten van een wandeling door de Oisterwijkse bossen.","Geen last van volle beken en modderstromen tijdens mijn wekelijkse twandeling.",,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,twexcursie,Twitter,excursie,"Boswachter Martijn van Schie van de Nieuwkoopse Plassen schrijft dagelijks over zijn belevenissen op Twitter. Speciaal voor zijn volgers organiseert hij een twexcursie.","Speciaal voor twitteraars heeft Natuurmonumenten een excursie met boswachter Martijn van Schie bedacht. Slechts vijftien mensen maken kans. Wie dat zullen zijn, beslist Van Schie [...]. Speciaal voor mijn volgers op twitter organiseer ik een excursie in natuurgebied De Groene Jonker. Deze twitterexcursie hebben we 'twexcursie' genoemd. Via een motivatie-tweet kunnen mijn volgers laten weten waarom zij met mij meewillen.","Het idee is eigenlijk van Jurriaan van Leeuwen, een collega van mij. Hij kwam ook met de naam 'twexcursie'.",,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,twexit,Twitter/tweet,exit,"Wat betekent twexit op twitter [...]. Tweet exit, of te wel het zijn de afsluitende woorden van een tweet. Dit als tegenhanger van Twello; tweet hello, waar veel mensen hun tweet mee beginnen.","Twitteraars gebruiken twexit als afscheidsgroet. Als men op vakantie gaat, in het vliegtuig stapt of anderszins (tijdelijk) moet stoppen met twitteren, schrijft men aan het einde van een bericht 'twexit'. Zo twitterde minister van Financiën Jan-Kees de Jager onlangs toen hij op het nippertje het vliegtuig had gehaald: 'Zijn er en direct in vliegtuig. Wow. Dit wel echt letterlijk last minute: laatste minuut voor sluiten luchtruim. Nu vertrek dus twexit :)'.","Twitteraars twitteren in tweets. Ze noemen de mensen die hun berichten volgen (followers) soms tweeps. En de tw wordt inmiddels als een soort voorvoegsel gebruikt om aan te geven dat iets op een of andere manier met Twitter te maken heeft. Zo hield @claudiadebreij eens een twinterview, en gebruiken sommigen als ze offline gaan de afscheidsgroet twexit.","Ga nu echt twexit, klaar met al het gezeik.",,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,twitteratuur,twitteren/Twitter,literatuur,"Literatuuronderwijs is passé, het is tijd voor twitteratuur. Althans, als je de organisatie van de Nationale Boekenweek (editie 75) mag geloven. De organisatie geeft namelijk aan alle vierdejaars leerlingen van het voortgezet onderwijs het boek TXT cadeau.","Zou je deze literaire tweet kunnen bestempelen als twitteratuur?",,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,twittie,Twitter,"fittie 'ruzie'","De manier waarop Farrah haar moeder toen behandelde, staat Minaj totaal niet aan. En wat doe je dan? Dan begin je een fittie op Twitter. Een Twittie. De Amerikaanse zangeres nam het voortouw en plaatste een tweet over het gedrag van Farrah, wat wellicht niet heel eerlijk is aangezien Farrah in 2009 nog niet volwassen was.",,,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,vagetariër,vaag,vegetariër,"Ooit was een vegetariër iemand die een principiële keus had gemaakt om geen vlees te eten. De nieuwe vegetariër is vaak deeltijdvegetariër, of 'vagetariër': iemand die stilstaat bij de herkomst van zijn vlees en besluit om er minder van te eten.","Ik ben een vagetariër. Iemand die hoogst zelden vlees of vis eet. Maar ook iemand die zelfs het vegetarisme niet helemaal nauw neemt. Als mijn vagetarisme niet voortkomt uit een diepgaande overtuiging, dringt de vraag zich op waarom ik er dan een ben geworden. Het eerlijke antwoord is dat ik er ben ingerommeld. Mijn kinderen zijn overtuigde vegetariërs. Zij gruwen zo van dierenleed, dat ze geen dieren willen eten.","Drie dagen geleden had ik het besloten. Ik stop met vlees eten. Voorlopig. Ik wordt vagetariër. Het was een bewuste keuze. Niet omdat ik dieren eten zielig vind voor de natuur, want mensen hebben hoektanden en die zijn gewoon om vlees mee te scheuren.","Hier spreekt een mislukte vagetariër die wel vegetariër wilde worden, maar er niet van afblijven kon.",,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,velostrade,velo,autostrade,"Provinciegouverneur van Vlaams-Brabant, Lodewijk De Witte pleit voor de aanleg van velostrades rond stations. Dat zijn snelle fietsverbindingen in een straal van vijf kilometer, gekoppeld aan kwaliteitsvolle fietsenstallingen aan de spoorwegstations.","Er wordt in Voorschoten weer hard gewerkt aan de aanleg van de Velostrada, de snelfietsroute langs het spoor tussen Den Haag en Leiden.","Velostrade. Sommigen nemen dat woord wel heel letterlijk. Ze kwam aangefietst en hop, ze reed zo de snelweg op. Ik zag het gebeuren, maar was te verrast om te reageren.","De Velostrada is de snelfietsroute die langs het spoor tussen Den Haag en Leiden loopt. De route begint in Den Haag op de Appelgaarde bij NS-station Mariahoeve en eindigt in Leiden op de Stevenshofdreef, net voorbij NS-station De Vink. De beide NS-stations vormen het virtuele begin- en eindpunt van de route omdat op dit punt de fietsers uit de verschillende wijken van en naar Den Haag en Leiden zich verspreiden.",,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,voluntoerisme,voluntair,toerisme,"Voluntoerisme, een concept waar ik eerder kritisch tegenover sta. Het idee is als volgt: je bent op reis door een prachtig arm land en tussen het reizen door besluit je een week te gaan helpen in het lokale weeshuis. Vorige week leerde ik een project kennen dat me positief verraste!\n\n Er valt veel te zeggen over deze voluntoerisme-projecten. Weeshuizen blijken soms dagopvangcentra voor kinderen van hard werkende ouders. In 2011 luidde Unicef nog de alarmbel over weeshuizen in Cambodja. Daar bleken bijna 75% van de weeskinderen nog minstens één levende ouder te hebben. Ook de financiële situatie van deze organisaties is niet altijd even duidelijk. Als vrijwilliger is het soms moeilijk te weten hoeveel van je geld er effectief naar de lokale gemeenschap gaat.",,,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,vook,video,e-book,"Nu ook hybride boek, de 'vook' op je laptop. De Amerikaanse uitgever Simon & Schuster heeft vorige week een nieuw multimediaal e-bookproduct op de markt gebracht. In deze 'hybride boeken' zijn videofragmenten in de tekst geïntegreerd.",,,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,vrachtpatser,vracht,krachtpatser,"De vrachtpatser is het beste ontwerp van de HEMA-ontwerpwedstrijd 2010 geworden. De vrachtpatser is speciaal ontworpen om zware of grote spullen op de fiets te kunnen vervoeren. Het idee is van René Bijsterveld, student aan de Hogeschool voor de Kunsten in Utrecht. Omdat René voor zijn studie veel boeken nodig heeft, moet hij vaak zware en grote tassen sjouwen [...]. De vrachtpatser kan ook goed gebruikt worden door studenten die twee kratten bier tegelijkertijd mee willen nemen.","De HEMA-wedstrijd zoekt elk jaar naar innovatieve ontwerpen die het dagelijkse leven aangenamer moeten maken. De laatste wedstrijd (2010) stond in het teken van een uitstapje, een dagje uit, of aangenaam winkelen met vrienden. De winnaar is uiteindelijk Rene Bijsterveld geworden met zijn vrachtpatser. Het speciale rek monteer je op een fiets, en hierdoor kan je veel meer bagage op de fiets meenemen, een aangename en vooral ecologische manier van werken.",,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,webinar,web,seminar,"Op internet naar het congres\n'Webinars' noemt Albin Bronkhorst de digitale seminars en congressen die hij organiseert via \ninternet. ""Mijn familie klappert met de oren als ik probeer uit te leggen wat dat inhoudt"", \nvertelt de Amsterdamse ondernemer, die in mei begon met zijn bedrijf Eeccoon. \n""In gewone taal komt het erop neer dat wij een fysiek congres nabootsen op internet. Ik zet als \nhet ware de stoelen klaar voor de deelnemers."" \nen webinar kan de vorm hebben van een online training, een seminar, een workshop of een \nheel congres, zegt Bronkhorst. ""Grote of kleine groepen delen informatie met elkaar."" \nEén van de eerste klanten is de gemeente Amsterdam. ""Het Expat Centre van de gemeente \nstaat buitenlandse werknemers die multinationals uitzenden naar hun Amsterdamse kantoren \nbij met advies en het zoeken naar huisvesting. De adviseurs organiseren twee keer per jaar een \nbijeenkomst met de personeelsmanagers van die multinationals, om ze bij te scholen in \nbijvoorbeeld de nieuwste immigratieregels en de kinderopvangwet. Wij organiseren nu een \naantal van deze bijeenkomsten online."" \nEen voordeel is dat de deelnemers niet hoeven te reizen en alleen die onderdelen van een \ncongres uitkiezen die zij echt interessant vinden. Bronkhorst: ""Het is belachelijk dat je soms \n800 euro betaalt voor een congres. Hooguit zestig procent van de tijd van een congres is \neffectief. Er gaat veel tijd verloren met erheen reizen, pauzes, de lunch."" Bronkhorst (39) \nstudeerde af als bedrijfseconoom aan de Universiteit van Amsterdam en keek de aanpak af in \nCanada, waar hij webinar in bedrijf zag. \nDe internationale congresindustrie is gewend pittige prijzen te vragen aan deelnemers. \nBedragen van duizend euro zijn geen uitzondering. Dat kan tachtig procent goedkoper via \ninternet, rekent Bronkhorst voor. \n""Wij gaan vanaf januari cursussen opzetten voor congresbureau Focus Conferences. Een van \nde congressen van Focus, een seminar over consumententrends, kost een deelnemer 1195 \neuro. Wij organiseren straks één theoriedeel van dat congres apart online. Dat kost de \ndeelnemers 149 euro. Wij zijn benieuwd of het online-congres straks meer bezoekers trekt en \nof dat dan aanvullend is aan het fysieke congres."" \nEen webcongres zal niet alle congresgangers aanspreken. \n""Je hebt drie soorten congresbezoekers. Er zijn mensen die puur voor de informatie gaan. Die \nvinden een webinar handig. Daarnaast zijn er mensen die een congres gebruiken om te \nnetwerken. Voor hen is het minder geschikt. En dan zijn er mensen die op kosten van de baas \njaarlijks een congres bezoeken. Die zien het als een verzetje, dat laten ze zich niet \nafnemen.""","Met een webinar kan je op een interactieve manier je boodschap overbrengen. Je kunt een webinar gebruiken om leads te generen of grote groepen mensen tegelijkertijd over belangrijke zaken te informeren. Het is bij uitstek de manier om in een korte periode veel mensen te bereiken.","Een webinar wordt door u online, vanachter een pc, Mac, tablet of smartphone (live) gevolgd. Als deelnemer kunt u de spreker(s) zien of horen via audio en video. Naast het videobeeld, zijn er ook PowerPoint-slides te zien van de presentatie, die synchroon lopen met de video en audio.",,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,wegpieteren,wegkwijnen,verpieteren,"Echte oorlogsvluchtelingen moeten hier niet ""wegpieteren"" in een uitkering, maar moeten aan de slag.","Hoe voelt het dan, als diezelfde politiek vindt dat je voor je uitkering iets “terug moet doen voor de samenleving”; een zogenaamde tegenprestatie? Dat lijkt me behoorlijk zuur. De verplichte tegenprestatie is niet alleen zuur, maar ook nog eens onnodig. Mensen in een uitkering maken\nzich over het algemeen al bijzonder nuttig via vrijwilligerswerk. Niemand wil immers wegpieteren achter de geraniums.",,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,zebradrempel,zebrapad,verkeersdrempel,"Het raadslid wil nu dat de politie vaker snelheidscontroles houdt op de Westblaak en op andere wegen waar zebrapaden door automobilisten regelmatig worden genegeerd. Op plekken waar vaak ongelukken met voetgangers gebeuren pleit hij voor de aanleg van verhoogde zebrapaden en zogenoemde zebradrempels.","De oversteek tussen plein en stadion wordt breder en veiliger voor voetgangers, waarschijnlijk een verhoogde weg over 10 tallen meters of 2 zebra's, ik ben meer voorstander van 1 lange zebradrempel die je ook vaak bij wegen ziet die drukke voetgangerwinkelstraten kruisen.","GroenLinks wil meer zebradrempels in Rotterdam. De partij heeft wethouder Baljeu (Verkeer) daarover schriftelijke vragen gesteld, naar aanleiding van de dood van een ouder echtpaar op een zebrapad, afgelopen weekend [...]. Verhoogde zebrapaden bieden uitkomst, omdat auto's dan gedwongen worden af te remmen.",,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,zezel,zebra,ezel,"Het diertje links afgebeeld is een zezel. Of een ezebra, maar zezel klinkt geloof ik leuker. Gekker. En een zezel is een beetje gek. Een zezel is het gevolg van een geile zebra die z'n zwart-wit gestreepte penis in een ezelsvrouwtje heeft gedrukt, en daar vervolgens ook nog eens zijn zwart-wit gestreepte sperma heeft achtergelaten.","In een dierenpark in de Amerikaanse staat Georgia is een wel heel bijzonder dier geboren: een dier dat we een 'zezel' zouden kunnen noemen. Het is een kruising tussen een zebra en een ezel. Het veulen heeft het bovenlijf van een ezel, maar daaronder zitten vier zwart-wit gestreepte benen.","Een zezel is een kruising tussen een zebra en een ezel. In het Engels heeft het dier de namen zonkey en zedonk (combinaties van zebra en donkey). Het dier is onvruchtbaar, omdat het een chromosoom mist, en kan dus nooit voor nageslacht zorgen.","Wat krijg je als je een ezel en een zebra kruist? Volgens de wetten van de biologie kan het niet, maar de wispelturigheid van de natuur levert nu en dan toch een 'zezel' op.",,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,zikini,zipper,bikini,"Een studente Communicatiewetenschappen heeft een nieuw soort badpak uitgevonden: de zikini. De zikini is een badpak met ritssluitingen, je kan er op 1-2-3 een bikini van maken.","Lekker zonnen op het strand of te water in een bikini maar liever niet met een blote buik onderweg? Je bent niet alleen, een kwart van de vrouwen heeft bikinivrees. Angst voor het moment om je weer in bikini (of zelfs badpak) te vertonen. Je kunt het verhelpen met een strandjurk of simpel t-shirt. Maar vanaf deze zomer is er nog een mogelijkheid: De Zikini, een bikini met zipper oftewel rits.","Niet weten of je van de zomer een bikini of een badpak naar het strand wilt dragen? Met de zikini heb je ze allebei bij de hand. Dit nieuwe badpak/bikini is ontworpen door een Vlaamse studente. Het badpak kan je met zijn ritsen omvormen tot een bikini. Studente Sarah Parent doopte haar uitvinding tot de zikini.",,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,zonsument,zon,consument,"Deze zonsument bedruipt zich overdag weer zelf. Even een klein persoonlijk nieuwtje tussendoor. Ik heb de afgelopen twee weken overdag in totaal exact net zo veel stroom gebruikt als er van mijn dak kwam. De winter is achter de rug. Ik heb de gewoonte om elke twee weken de stand van mijn stroommeters (ik heb een dag/nacht-teller) en van mijn gasmeter te noteren. Dat kun je dan vergelijken met andere periodes en vooral met een jaar geleden. Ben ik zuiniger of juist niet? Bij gas is die vraag lastig te beantwoorden. Het was de laatste weken gemiddeld kouder dan vorig jaar om deze tijd. Dus ja, ik heb meer gebruikt. Maar per graaddag ontloopt het elkaar niet veel. We zijn wat meer thuis geweest, en dus stond de kachel iets vaker aan. Sinds 1 januari hebben we 154 kubieke meter meer verstookt dan een jaar geleden. Bij elektra zijn de verschillen minder groot. Op sombere dagen is het iets eerder donker en doe je dus eerder een lamp aan. Maar dat scheelt ook weer niet zo heel veel. Hoe dan ook: toen ik gisteren de stand opnam was die bij de dagteller exact gelijk aan de stand van twee weken geleden. Ik had dus overdag en in het weekend precies net zo veel stroom gebruikt als er van mijn dak is gekomen. Er zaten al weer een paar echt leuke dagen tussen, met elk meer dan 10 kWh [...]. Maar toch: als ik naar mijn teller kijk, weet ik het weer zeker: maart is een lentemaand, voor meteorologen én voor zonsumenten. Bent u ook een zonsument? Dan weet u inmiddels ongetwijfeld dat u op Twitter bij @VincentDekker4 ook uw licht kunt opsteken.",,,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,zony,zebra,pony,"Na'imah (swahili voor vreugde) is haar naam en ze is een zorse of een zony, oftewel een kruising tussen een zebra en een paard of een pony. In Pannerden, bij de familie Bouwman, lopen pony's, ezels en zebra's bij elkaar in de weide. Na'imah is hun derde zorse. Vorig jaar werd de merrie Hidaya geboren en begin dit jaar zag het hengstje Nuru het daglicht.",,,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,zotel,zorg,hotel,"Het nieuwe Maaslandziekenhuis wordt onderdeel van Orbis Medical Park waar ook andere aanbieders van 'zorgproducten' zich kunnen vestigen, van apotheek en tandarts tot fysiotherapeut en privé-kliniek. Zelfs wordt gedacht aan een zorghotel (zotel) met kamers voor patiënten met hun partners.","In de lounge van het zotel staan vrolijk gekleurde bankjes, de muren zijn er lichtgeel en zachtroze. Achter de receptiebalie staat een verpleegster, gekleed in mantelpak. Zij heet hier hostess en de patiënten zijn te gast.",,,,,,
